CUSTOMERID,LASTNAME,FIRSTNAME,GENDER,REGIONID,ID,NAME,COUNTY,STATE_CODE,STATE_CODE,STATE,REGION,ID,ID,CUSTOMERID,BROKERID,PRODUCTID,COMPLAINSTATUSID
1732401,Clarence,Reynolds,MALE,275,275,West Haven,New Haven County,CT,CT,Connecticut,Northeast,6,11615,1732401,11558,42,9
2054444,Doris,Romero,FEMALE,59,59,Chico,Butte County,CA,CA,California,West,4,11616,2054444,10964,55,9
1903677,Paul,Stevens,MALE,264,264,New Haven (Town),New Haven County,CT,CT,Connecticut,Northeast,6,11617,1903677,10071,69,9
1810481,Ralph,Sanchez,MALE,106,106,Huntington Park,Los Angeles County,CA,CA,California,West,4,11618,1810481,11072,23,9
335431,Marie,Mendoza,FEMALE,30,30,Peoria,Maricopa County/Yavapai County,AZ,AZ,Arizona,West,3,11619,335431,813,44,9
1659103,Daniel,Simpson,MALE,728,728,Spring Valley,Clark County,NV,NV,Nevada,West,33,11620,1659103,8949,48,9
332913,Julie,Peterson,FEMALE,711,711,Union City,Hudson County,NJ,NJ,New Jersey,Northeast,31,11621,332913,11287,37,9
257903,Amy,Hanson,FEMALE,615,615,Bloomington,Hennepin County,MN,MN,Minnesota,Midwest,23,11622,257903,1115,58,9
1642836,Juan,Nichols,MALE,171,171,Rowland Heights,Los Angeles County,CA,CA,California,West,4,11623,1642836,11212,50,9
156392,Douglas,Alvarez,MALE,341,341,Sunrise,Broward County,FL,FL,Florida,South,9,11624,156392,1526,22,9
2403427,Kenneth,Coleman,MALE,253,253,Hamden,New Haven County,CT,CT,Connecticut,Northeast,6,11625,2403427,10106,9,9
475373,Bobby,Welch,MALE,637,637,Kansas City,Cass County/Platte County/Jackson County/Clay County,MO,MO,Missouri,Midwest,24,11626,475373,11150,24,9
2017294,Jack,Banks,MALE,241,241,Thornton,Adams County/Weld County,CO,CO,Colorado,West,5,11627,2017294,12066,67,9
1753604,Melissa,Jackson,FEMALE,459,459,Thornton (Township),Cook County,IL,IL,Illinois,Midwest,14,11628,1753604,909,18,9
2037929,Roy,Hill,MALE,34,34,Surprise,Maricopa County,AZ,AZ,Arizona,West,3,11629,2037929,1515,52,9
729285,Stephanie,Rose,FEMALE,579,579,Waldorf,Charles County,MD,MD,Maryland,South,20,11630,729285,11000,45,9
2079542,George,Shaw,MALE,650,650,Missoula,Missoula County,MT,MT,Montana,West,26,11631,2079542,9311,32,9
703610,Alan,Nichols,MALE,231,231,Commerce City,Adams County,CO,CO,Colorado,West,5,11632,703610,11747,55,9
2006362,Norma,Hamilton,FEMALE,749,749,Irondequoit (CDP),Monroe County,NY,NY,New York,Northeast,34,11633,2006362,10552,5,9
833052,Tina,Fuller,FEMALE,580,580,Portland,Cumberland County,ME,ME,Maine,Northeast,21,11634,833052,11713,16,9
2413841,Harold,Fox,MALE,951,951,Reston,Fairfax County,VA,VA,Virginia,South,45,11635,2413841,12208,34,9
514783,Lawrence,Nichols,MALE,358,358,Columbus,Muscogee County,GA,GA,Georgia,South,10,11636,514783,10693,10,9
501739,Frances,Mills,FEMALE,632,632,Blue Springs,Jackson County,MO,MO,Missouri,Midwest,24,11637,501739,11163,46,9
1846251,Michelle,Stephens,FEMALE,573,573,Gaithersburg,Montgomery County,MD,MD,Maryland,South,20,11638,1846251,8055,39,9
1674908,Melissa,Austin,FEMALE,186,186,Santa Barbara,Santa Barbara County,CA,CA,California,West,4,11639,1674908,11972,7,9
533503,Harold,Bell,MALE,26,26,Glendale,Maricopa County,AZ,AZ,Arizona,West,3,11640,533503,9884,66,9
1910130,Victor,Medina,MALE,39,39,Alhambra,Los Angeles County,CA,CA,California,West,4,11641,1910130,7979,61,9
2106520,Willie,Burton,MALE,159,159,Rancho Cordova,Sacramento County,CA,CA,California,West,4,11642,2106520,11087,25,9
291509,Sarah,Scott,FEMALE,241,241,Thornton,Adams County/Weld County,CO,CO,Colorado,West,5,11643,291509,12044,67,9
2309249,Louis,Lane,MALE,552,552,Medford,Middlesex County,MA,MA,Massachusetts,Northeast,19,11644,2309249,1896,13,9
297607,William,Williamson,MALE,114,114,Lake Forest,Orange County,CA,CA,California,West,4,11645,297607,10069,14,9
1845925,Mark,Fernandez,MALE,174,174,San Bernardino,San Bernardino County,CA,CA,California,West,4,11646,1845925,11118,16,9
2415079,Annie,Simpson,FEMALE,488,488,Greenwood,Johnson County,IN,IN,Indiana,Midwest,15,11647,2415079,1328,12,9
2181044,Frank,Riley,MALE,731,731,Amherst,Erie County,NY,NY,New York,Northeast,34,11648,2181044,9884,51,9
291916,Jimmy,Kim,MALE,78,78,Eastvale,Riverside County,CA,CA,California,West,4,11649,291916,12399,55,9
568720,Joe,Fields,MALE,897,897,McKinney,Collin County,TX,TX,Texas,South,43,11650,568720,10601,61,9
887187,Ralph,Gray,MALE,132,132,Moreno Valley,Riverside County,CA,CA,California,West,4,11651,887187,9272,13,9
1805850,Catherine,Watkins,FEMALE,653,653,Cary,Chatham County/Wake County,NC,NC,North Carolina,South,27,11652,1805850,1999,50,9
2399549,Linda,Henry,FEMALE,748,748,Irondequoit,Monroe County,NY,NY,New York,Northeast,34,11653,2399549,11461,1,9
738177,Patricia,Stone,FEMALE,746,746,Hempstead (Town),Nassau County,NY,NY,New York,Northeast,34,11654,738177,2690,32,9
1906302,Jonathan,Hernandez,MALE,815,815,Salem,Marion County/Polk County,OR,OR,Oregon,West,37,11655,1906302,1085,69,9
587736,Theresa,Edwards,FEMALE,843,843,Rapid City,Pennington County,SD,SD,South Dakota,Midwest,41,11656,587736,11157,71,9
649944,Amanda,Oliver,FEMALE,747,747,Huntington,Suffolk County,NY,NY,New York,Northeast,34,11657,649944,11147,16,9
221521,Benjamin,Powell,MALE,501,501,North,Lake County,IN,IN,Indiana,Midwest,15,11658,221521,8965,5,9
656651,Sandra,Hall,FEMALE,180,180,San Leandro,Alameda County,CA,CA,California,West,4,11659,656651,1352,35,9
811862,David,Stewart,MALE,103,103,Hesperia,San Bernardino County,CA,CA,California,West,4,11660,811862,10983,64,9
1816761,Jerry,Johnson,MALE,156,156,Pomona,Los Angeles County,CA,CA,California,West,4,11661,1816761,12065,64,9
1839926,Denise,Richards,FEMALE,695,695,Lakewood (Township),Ocean County,NJ,NJ,New Jersey,Northeast,31,11662,1839926,9628,36,9
2066149,Tina,Owens,FEMALE,188,188,Santa Clarita,Los Angeles County,CA,CA,California,West,4,11663,2066149,11980,62,9
2313939,Jonathan,Shaw,MALE,143,143,Orange,Orange County,CA,CA,California,West,4,11664,2313939,1106,39,9
662434,Janet,Parker,FEMALE,902,902,New Braunfels,Comal County/Guadalupe County,TX,TX,Texas,South,43,11665,662434,11252,78,9
1900625,Martha,Gibson,FEMALE,635,635,Independence,Jackson County/Clay County,MO,MO,Missouri,Midwest,24,11666,1900625,187,37,9
2455113,Jason,Richardson,MALE,988,988,Milwaukee,Milwaukee County/Washington County/Waukesha County,WI,WI,Wisconsin,Midwest,47,11667,2455113,2262,25,9
600878,Janice,Patterson,FEMALE,731,731,Amherst,Erie County,NY,NY,New York,Northeast,34,11668,600878,8953,32,9
2115005,Sarah,Berry,FEMALE,160,160,Rancho Cucamonga,San Bernardino County,CA,CA,California,West,4,11669,2115005,9970,76,9
1830399,Harold,Nguyen,MALE,274,274,West Hartford (CDP),Hartford County,CT,CT,Connecticut,Northeast,6,11670,1830399,1328,60,9
388875,Lillian,Mitchell,FEMALE,745,745,Hempstead,Nassau County,NY,NY,New York,Northeast,34,11672,388875,12605,13,9
577205,Rachel,Washington,FEMALE,545,545,Framingham,Middlesex County,MA,MA,Massachusetts,Northeast,19,11673,577205,994,5,9
639862,Ronald,Reed,MALE,357,357,Brookhaven,DeKalb County,GA,GA,Georgia,South,10,11674,639862,11715,55,9
386585,Craig,Miller,MALE,921,921,Tyler,Smith County,TX,TX,Texas,South,43,11675,386585,9813,50,9
2135805,Brenda,Perkins,FEMALE,372,372,Council Bluffs,Pottawattamie County,IA,IA,Iowa,Midwest,12,11676,2135805,11482,29,9
757666,Eric,Ruiz,MALE,379,379,West Des Moines,Madison County/Warren County/Dallas County/Polk County,IA,IA,Iowa,Midwest,12,11677,757666,11638,6,9
2129523,Johnny,Martin,MALE,300,300,Hialeah,Miami-Dade County,FL,FL,Florida,South,9,11678,2129523,11714,76,9
628106,Bobby,Graham,MALE,836,836,Warwick,Kent County,RI,RI,Rhode Island,Northeast,39,11679,628106,9558,22,9
839258,Paula,Brown,FEMALE,724,724,North Las Vegas,Clark County,NV,NV,Nevada,West,33,11680,839258,2538,45,9
468853,Carolyn,Hill,FEMALE,439,439,Oak Park,Cook County,IL,IL,Illinois,Midwest,14,11681,468853,10446,33,9
196092,Dennis,Hill,MALE,300,300,Hialeah,Miami-Dade County,FL,FL,Florida,South,9,11682,196092,1645,29,9
1782375,Benjamin,Perry,MALE,313,313,Melbourne,Brevard County,FL,FL,Florida,South,9,11683,1782375,12051,2,9
460624,Ernest,Cox,MALE,954,954,Suffolk,Suffolk city,VA,VA,Virginia,South,45,11684,460624,9797,58,9
891449,Tammy,Hicks,FEMALE,718,718,Rio Rancho,Sandoval County/Bernalillo County,NM,NM,New Mexico,West,32,11685,891449,11626,73,9
1887600,Johnny,Green,MALE,890,890,Laredo,Webb County,TX,TX,Texas,South,43,11686,1887600,811,75,9
38209,Gregory,Mills,MALE,631,631,Woodbury,Washington County,MN,MN,Minnesota,Midwest,23,11687,38209,8939,6,9
96979,Jeremy,Kelley,MALE,900,900,Mission,Hidalgo County,TX,TX,Texas,South,43,11688,96979,1865,26,9
1830709,Cheryl,Payne,FEMALE,403,403,Chicago,Cook County/DuPage County,IL,IL,Illinois,Midwest,14,11689,1830709,12727,8,9
1807228,Sandra,Patterson,FEMALE,359,359,Johns Creek,Fulton County,GA,GA,Georgia,South,10,11690,1807228,11140,67,9
1699234,Juan,Jordan,MALE,84,84,Fairfield,Solano County,CA,CA,California,West,4,11691,1699234,1702,31,9
1756030,Walter,Cox,MALE,177,177,San Diego,San Diego County,CA,CA,California,West,4,11692,1756030,11954,45,9
1770532,Katherine,Cruz,FEMALE,723,723,Las Vegas,Clark County,NV,NV,Nevada,West,33,11693,1770532,1526,5,9
2114152,Virginia,Oliver,FEMALE,79,79,El Cajon,San Diego County,CA,CA,California,West,4,11694,2114152,11044,18,9
2164703,Anna,Stanley,FEMALE,474,474,Calumet,Lake County,IN,IN,Indiana,Midwest,15,11695,2164703,11796,63,9
282983,Willie,Hart,MALE,380,380,Boise City,Ada County,ID,ID,Idaho,West,13,11696,282983,192,4,9
2017295,Russell,Vasquez,MALE,25,25,Gilbert,Maricopa County,AZ,AZ,Arizona,West,3,11697,2017295,2117,67,9
805594,Jimmy,Kennedy,MALE,666,666,Rocky Mount,Edgecombe County/Nash County,NC,NC,North Carolina,South,27,11698,805594,8853,37,9
2018821,Willie,Brown,MALE,43,43,Apple Valley,San Bernardino County,CA,CA,California,West,4,11699,2018821,8855,30,9
151056,Lisa,Howard,FEMALE,751,751,Levittown,Nassau County,NY,NY,New York,Northeast,34,11700,151056,824,41,9
750506,Albert,Hughes,MALE,479,479,Concord,Elkhart County,IN,IN,Indiana,Midwest,15,11701,750506,10359,77,9
1818448,Willie,Baker,MALE,130,130,Montebello,Los Angeles County,CA,CA,California,West,4,11702,1818448,8662,55,9
792964,Beverly,Rodriguez,FEMALE,106,106,Huntington Park,Los Angeles County,CA,CA,California,West,4,11703,792964,9715,13,9
1948487,Roy,Banks,MALE,752,752,Manhattan,New York County,NY,NY,New York,Northeast,34,11704,1948487,10744,4,9
2312118,Joe,Rose,MALE,723,723,Las Vegas,Clark County,NV,NV,Nevada,West,33,11705,2312118,9601,9,9
511333,Eric,Carpenter,MALE,449,449,Plainfield (Township),Will County,IL,IL,Illinois,Midwest,14,11706,511333,10197,33,9
1879501,Brian,Mitchell,MALE,916,916,San Marcos,Caldwell County/Hays County/Guadalupe County,TX,TX,Texas,South,43,11707,1879501,461,73,9
694001,Raymond,Willis,MALE,958,958,Bellingham,Whatcom County,WA,WA,Washington,West,46,11708,694001,2690,20,9
2116878,Marilyn,Watson,FEMALE,716,716,Albuquerque,Bernalillo County,NM,NM,New Mexico,West,32,11709,2116878,10430,13,9
1895706,Stephen,Simmons,MALE,419,419,Hanover,Cook County,IL,IL,Illinois,Midwest,14,11710,1895706,10898,37,9
2106207,Mark,Riley,MALE,344,344,Tamiami,Miami-Dade County,FL,FL,Florida,South,9,11711,2106207,7979,35,9
1740840,Michael,Burton,MALE,128,128,Mission Viejo,Orange County,CA,CA,California,West,4,11712,1740840,11461,76,9
2092213,Eric,James,MALE,668,668,Winston-Salem,Forsyth County,NC,NC,North Carolina,South,27,11715,2092213,11230,40,9
1706514,Victor,Thomas,MALE,796,796,Broken Arrow,Wagoner County/Tulsa County,OK,OK,Oklahoma,South,36,11716,1706514,1202,21,9
1870720,Rebecca,Ramos,FEMALE,160,160,Rancho Cucamonga,San Bernardino County,CA,CA,California,West,4,11717,1870720,9792,63,9
1851306,Eugene,Russell,MALE,790,790,Plain,Stark County,OH,OH,Ohio,Midwest,35,11718,1851306,1352,77,9
1827045,Sharon,George,FEMALE,265,265,Norwalk,Fairfield County,CT,CT,Connecticut,Northeast,6,11719,1827045,1866,42,9
2093076,Frank,Clark,MALE,249,249,East Hartford,Hartford County,CT,CT,Connecticut,Northeast,6,11720,2093076,10550,18,9
2114072,Gloria,Garza,FEMALE,914,914,San Angelo,Tom Green County,TX,TX,Texas,South,43,11721,2114072,12174,3,9
107152,Michael,Marshall,MALE,418,418,Grafton,McHenry County,IL,IL,Illinois,Midwest,14,11722,107152,1873,15,9
225888,Brandon,Webb,MALE,927,927,Logan,Cache County,UT,UT,Utah,West,44,11723,225888,8766,31,9
1857185,Elizabeth,Baker,FEMALE,852,852,Kingsport,Hawkins County/Sullivan County,TN,TN,Tennessee,South,42,11724,1857185,9204,37,9
1884387,Richard,Gonzales,MALE,727,727,Sparks,Washoe County,NV,NV,Nevada,West,33,11725,1884387,11714,7,9
1790883,Brian,Simmons,MALE,71,71,Daly City,San Mateo County,CA,CA,California,West,4,11726,1790883,1879,70,9
1689936,Susan,Coleman,FEMALE,433,433,New Trier,Cook County,IL,IL,Illinois,Midwest,14,11727,1689936,11223,78,9
2257763,Kenneth,Ramirez,MALE,481,481,Evansville,Vanderburgh County,IN,IN,Indiana,Midwest,15,11728,2257763,11714,64,9
2165482,Jerry,Simmons,MALE,264,264,New Haven (Town),New Haven County,CT,CT,Connecticut,Northeast,6,11729,2165482,12127,69,9
887457,Justin,Burke,MALE,444,444,Palatine,Cook County,IL,IL,Illinois,Midwest,14,11730,887457,9205,28,9
2170496,Matthew,Johnston,MALE,542,542,Cambridge,Middlesex County,MA,MA,Massachusetts,Northeast,19,11731,2170496,2614,25,9
2166482,Antonio,Perry,MALE,778,778,Cleveland,Cuyahoga County,OH,OH,Ohio,Midwest,35,11732,2166482,9856,71,9
2096717,Anna,Black,FEMALE,635,635,Independence,Jackson County/Clay County,MO,MO,Missouri,Midwest,24,11733,2096717,1275,56,9
775146,Alan,Mitchell,MALE,566,566,Baltimore,Baltimore city,MD,MD,Maryland,South,20,11734,775146,8919,54,9
30764,Amanda,Barnes,FEMALE,59,59,Chico,Butte County,CA,CA,California,West,4,11735,30764,1645,69,9
2256768,Fred,Hughes,MALE,592,592,Kalamazoo,Kalamazoo County,MI,MI,Michigan,Midwest,22,11736,2256768,2206,56,9
1901887,Benjamin,Alvarez,MALE,684,684,Edison,Middlesex County,NJ,NJ,New Jersey,Northeast,31,11737,1901887,9610,78,9
2119711,Howard,Collins,MALE,751,751,Levittown,Nassau County,NY,NY,New York,Northeast,34,11738,2119711,12475,71,9
512616,Brandon,Lynch,MALE,239,239,Loveland,Larimer County,CO,CO,Colorado,West,5,11739,512616,12087,41,9
890166,Amy,Wells,FEMALE,901,901,Missouri City,Fort Bend County/Harris County,TX,TX,Texas,South,43,11740,890166,865,24,9
1863579,Deborah,Matthews,FEMALE,845,845,Bartlett,Shelby County,TN,TN,Tennessee,South,42,11741,1863579,597,76,9
1883845,Daniel,Bradley,MALE,611,611,Wyoming,Kent County,MI,MI,Michigan,Midwest,22,11742,1883845,8605,13,9
2203831,Louis,Rivera,MALE,468,468,Wheeling (Township),Cook County,IL,IL,Illinois,Midwest,14,11743,2203831,11974,35,9
262163,Shawn,Gibson,MALE,717,717,Las Cruces,Do̱a Ana County,NM,NM,New Mexico,West,32,11744,262163,2321,47,9
18786,Steve,Simpson,MALE,432,432,Naperville (Township),DuPage County,IL,IL,Illinois,Midwest,14,11745,18786,879,78,9
2388324,Diane,Knight,FEMALE,809,809,Corvallis,Benton County,OR,OR,Oregon,West,37,11746,2388324,10106,38,9
1887980,Diana,Spencer,FEMALE,99,99,Hanford,Kings County,CA,CA,California,West,4,11747,1887980,2263,36,9
582583,Ruth,Williams,FEMALE,492,492,Jeffersonville (Township),Clark County,IN,IN,Indiana,Midwest,15,11748,582583,175,64,9
2439164,Jean,Dean,FEMALE,197,197,South Whittier,Los Angeles County,CA,CA,California,West,4,11749,2439164,9362,70,9
2180361,Michelle,Parker,FEMALE,727,727,Sparks,Washoe County,NV,NV,Nevada,West,33,11750,2180361,8359,40,9
1825155,Irene,Hart,FEMALE,959,959,Burien,King County,WA,WA,Washington,West,46,11751,1825155,12116,38,9
1876732,Phillip,Lane,MALE,242,242,Westminster,Jefferson County/Adams County,CO,CO,Colorado,West,5,11752,1876732,9227,56,9
1844043,Teresa,Fowler,FEMALE,468,468,Wheeling (Township),Cook County,IL,IL,Illinois,Midwest,14,11753,1844043,9205,44,9
823432,Kathryn,Johnston,FEMALE,297,297,Fort Myers,Lee County,FL,FL,Florida,South,9,11754,823432,11156,45,9
1982297,John,Howell,MALE,971,971,Richland,Benton County,WA,WA,Washington,West,46,11755,1982297,345,24,9
894163,Alan,Patterson,MALE,365,365,Smyrna,Cobb County,GA,GA,Georgia,South,10,11756,894163,125,36,9
36411,Christopher,Dean,MALE,106,106,Huntington Park,Los Angeles County,CA,CA,California,West,4,11757,36411,235,71,9
1787907,Paula,Jackson,FEMALE,314,314,Miami,Miami-Dade County,FL,FL,Florida,South,9,11758,1787907,8053,3,9
2034356,Heather,Cunningham,FEMALE,601,601,Shelby,Macomb County,MI,MI,Michigan,Midwest,22,11759,2034356,1200,51,9
489376,Diana,Clark,FEMALE,303,303,Jacksonville,Duval County,FL,FL,Florida,South,9,11760,489376,12034,37,9
847092,Anthony,Kelley,MALE,380,380,Boise City,Ada County,ID,ID,Idaho,West,13,11761,847092,10426,75,9
813154,Elizabeth,Cooper,FEMALE,305,305,Kendale Lakes,Miami-Dade County,FL,FL,Florida,South,9,11762,813154,9628,69,9
632799,Johnny,Brooks,MALE,360,360,Macon,Bibb County,GA,GA,Georgia,South,10,11763,632799,11276,32,9
1872559,Barbara,Alexander,FEMALE,237,237,Lakewood,Jefferson County,CO,CO,Colorado,West,5,11764,1872559,11959,52,9
356223,Benjamin,George,MALE,954,954,Suffolk,Suffolk city,VA,VA,Virginia,South,45,11765,356223,12510,21,9
191707,Paula,Gonzalez,FEMALE,545,545,Framingham,Middlesex County,MA,MA,Massachusetts,Northeast,19,11766,191707,12027,40,9
1914147,Roy,Romero,MALE,90,90,Fremont,Alameda County,CA,CA,California,West,4,11767,1914147,8919,10,9
421980,Barbara,Campbell,FEMALE,354,354,Athens,Clarke County,GA,GA,Georgia,South,10,11768,421980,9998,73,9
864114,Emily,Howard,FEMALE,112,112,La Habra,Orange County,CA,CA,California,West,4,11769,864114,10430,41,9
322693,Ruby,Moreno,FEMALE,479,479,Concord,Elkhart County,IN,IN,Indiana,Midwest,15,11770,322693,9377,68,9
527144,George,Dunn,MALE,674,674,Lincoln,Lancaster County,NE,NE,Nebraska,Midwest,29,11771,527144,11482,65,9
2089147,Barbara,Gomez,FEMALE,380,380,Boise City,Ada County,ID,ID,Idaho,West,13,11772,2089147,10127,58,9
775079,Harry,Fields,MALE,782,782,Elyria,Lorain County,OH,OH,Ohio,Midwest,35,11773,775079,11005,41,9
273763,Patrick,Morrison,MALE,355,355,Atlanta,DeKalb County/Fulton County,GA,GA,Georgia,South,10,11774,273763,11937,57,9
135253,Jean,Weaver,FEMALE,193,193,Santee,San Diego County,CA,CA,California,West,4,11775,135253,879,77,9
892280,Carlos,Murphy,MALE,170,170,Roseville,Placer County,CA,CA,California,West,4,11776,892280,11286,21,9
1814110,James,Sanders,MALE,439,439,Oak Park,Cook County,IL,IL,Illinois,Midwest,14,11777,1814110,10566,15,9
728728,Jeremy,Stewart,MALE,297,297,Fort Myers,Lee County,FL,FL,Florida,South,9,11778,728728,11114,23,9
2303337,Earl,Rogers,MALE,449,449,Plainfield (Township),Will County,IL,IL,Illinois,Midwest,14,11779,2303337,11537,65,9
693525,Joseph,Hill,MALE,765,765,Staten Island,Richmond County,NY,NY,New York,Northeast,34,11780,693525,12198,32,9
1870942,Stephen,Freeman,MALE,383,383,Meridian,Ada County,ID,ID,Idaho,West,13,11781,1870942,11268,6,9
214278,Donald,Carr,MALE,581,581,Ann Arbor,Washtenaw County,MI,MI,Michigan,Midwest,22,11782,214278,11059,1,9
2432453,Bobby,Lawson,MALE,849,849,Hendersonville,Sumner County,TN,TN,Tennessee,South,42,11783,2432453,11107,63,9
1910016,L.N.K. Ltd,,,729,729,Sunrise Manor,Clark County,NV,NV,Nevada,West,33,11784,1910016,10073,27,9
388548,Laura,Hanson,FEMALE,651,651,Asheville,Buncombe County,NC,NC,North Carolina,South,27,11785,388548,9372,74,9
2036679,Jeremy,Ray,MALE,603,603,St. Clair Shores,Macomb County,MI,MI,Michigan,Midwest,22,11786,2036679,2555,52,9
1831233,Louis,Kennedy,MALE,904,904,Odessa,Midland County/Ector County,TX,TX,Texas,South,43,11787,1831233,8779,30,9
2168556,Martin,Sanchez,MALE,925,925,Layton,Davis County,UT,UT,Utah,West,44,11788,2168556,11545,18,9
1872594,Barbara,Watson,FEMALE,606,606,Troy,Oakland County,MI,MI,Michigan,Midwest,22,11789,1872594,11230,51,9
1866303,Pamela,Chapman,FEMALE,49,49,Berkeley,Alameda County,CA,CA,California,West,4,11790,1866303,12102,54,9
2311118,Fred,Hunt,MALE,725,725,Paradise,Clark County,NV,NV,Nevada,West,33,11791,2311118,940,6,9
409178,Jerry,Hunter,MALE,484,484,Fishers,Hamilton County,IN,IN,Indiana,Midwest,15,11792,409178,2384,10,9
548531,Wayne,Peterson,MALE,484,484,Fishers,Hamilton County,IN,IN,Indiana,Midwest,15,11793,548531,2482,27,9
1857873,Nicholas,Patterson,MALE,409,409,Downers Grove (Township),DuPage County,IL,IL,Illinois,Midwest,14,11794,1857873,8970,60,9
177173,Sara,Young,FEMALE,469,469,Worth (Township),Cook County,IL,IL,Illinois,Midwest,14,11795,177173,2260,52,9
1896475,Louise,Ramos,FEMALE,569,569,Columbia,Howard County,MD,MD,Maryland,South,20,11796,1896475,9796,15,9
174457,Martin,Gordon,MALE,516,516,Wayne,Marion County,IN,IN,Indiana,Midwest,15,11797,174457,12087,63,9
658398,Justin,Jackson,MALE,982,982,Eau Claire,Eau Claire County/Chippewa County,WI,WI,Wisconsin,Midwest,47,11798,658398,8985,47,9
236613,Barbara,Stanley,FEMALE,690,690,Howell,Monmouth County,NJ,NJ,New Jersey,Northeast,31,11799,236613,11954,60,9
2119205,Air Group,,,15,15,North Little Rock,Pulaski County,AR,AR,Arkansas,South,2,11800,2119205,8197,17,9
535538,Bonnie,Alexander,FEMALE,941,941,Centreville,Fairfax County,VA,VA,Virginia,South,45,11801,535538,9797,6,9
562855,Lawrence,Watson,MALE,9,9,Tuscaloosa,Tuscaloosa County,AL,AL,Alabama,South,1,11802,562855,781,9,9
2489807,Carlos,Carpenter,MALE,615,615,Bloomington,Hennepin County,MN,MN,Minnesota,Midwest,23,11803,2489807,12476,43,9
556363,Russell,Garza,MALE,160,160,Rancho Cucamonga,San Bernardino County,CA,CA,California,West,4,11804,556363,11286,15,9
228149,Martin,Powell,MALE,353,353,Alpharetta,Fulton County,GA,GA,Georgia,South,10,11805,228149,11173,31,9
1913446,Sarah,Ruiz,FEMALE,40,40,Aliso Viejo,Orange County,CA,CA,California,West,4,11806,1913446,10987,49,9
2114831,Scott,Johnson,MALE,905,905,Pasadena,Harris County,TX,TX,Texas,South,43,11807,2114831,2206,62,9
307717,Betty,Alvarez,FEMALE,454,454,Schaumburg,Cook County/DuPage County,IL,IL,Illinois,Midwest,14,11808,307717,11822,29,9
808812,Barbara,Martin,FEMALE,523,523,Shawnee,Johnson County,KS,KS,Kansas,Midwest,16,11809,808812,11148,26,9
804061,Brenda,Weaver,FEMALE,389,389,Aurora,Kendall County/Kane County/Will County/DuPage County,IL,IL,Illinois,Midwest,14,11810,804061,12181,42,9
1707000,Charles,Ford,MALE,736,736,Buffalo,Erie County,NY,NY,New York,Northeast,34,11811,1707000,8605,9,9
1803400,Bonnie,Bailey,FEMALE,957,957,Bellevue,King County,WA,WA,Washington,West,46,11812,1803400,9918,36,9
248261,Carolyn,Phillips,FEMALE,186,186,Santa Barbara,Santa Barbara County,CA,CA,California,West,4,11813,248261,10979,12,9
844391,Gary,Evans,MALE,97,97,Glendora,Los Angeles County,CA,CA,California,West,4,11814,844391,2637,10,9
456537,Chris,Jenkins,MALE,157,157,Porterville,Tulare County,CA,CA,California,West,4,11815,456537,1680,41,9
719412,Kevin,Payne,MALE,180,180,San Leandro,Alameda County,CA,CA,California,West,4,11816,719412,9272,1,9
520818,Beverly,Schmidt,FEMALE,364,364,Savannah,Chatham County,GA,GA,Georgia,South,10,11817,520818,10892,35,9
2103235,Catherine,Wells,FEMALE,676,676,Manchester,Hillsborough County,NH,NH,New Hampshire,Northeast,30,11818,2103235,2322,47,9
1898526,Randy,Sullivan,MALE,908,908,Pharr,Hidalgo County,TX,TX,Texas,South,43,11819,1898526,10987,12,9
2109732,Nancy,Reid,FEMALE,577,577,Silver Spring,Montgomery County,MD,MD,Maryland,South,20,11820,2109732,2656,14,9
63454,Susan,Jones,FEMALE,853,853,Knoxville,Knox County,TN,TN,Tennessee,South,42,11821,63454,1702,8,9
197119,Marilyn,Jordan,FEMALE,294,294,Deltona,Volusia County,FL,FL,Florida,South,9,11822,197119,8985,39,9
1679951,Theresa,Cruz,FEMALE,66,66,Compton,Los Angeles County,CA,CA,California,West,4,11823,1679951,2801,22,9
428342,Harold,Jenkins,MALE,743,743,Greenburgh,Westchester County,NY,NY,New York,Northeast,34,11824,428342,8120,51,9
447268,Amanda,Rose,FEMALE,770,770,Union,Broome County,NY,NY,New York,Northeast,34,11825,447268,10722,24,9
2173260,Donna,Lopez,FEMALE,532,532,Kenner,Jefferson Parish,LA,LA,Louisiana,South,18,11826,2173260,9370,13,9
444130,David,Kennedy,MALE,913,913,Rowlett,Rockwall County/Dallas County,TX,TX,Texas,South,43,11827,444130,10644,48,9
2176966,Margaret,Gray,FEMALE,65,65,Colton,San Bernardino County,CA,CA,California,West,4,11828,2176966,11122,69,9
2106964,Elizabeth,Fisher,FEMALE,166,166,Richmond,Contra Costa County,CA,CA,California,West,4,11829,2106964,911,8,9
542889,Johnny,Garrett,MALE,708,708,Toms River (Township),Ocean County,NJ,NJ,New Jersey,Northeast,31,11830,542889,645,50,9
1832996,Angela,Holmes,FEMALE,921,921,Tyler,Smith County,TX,TX,Texas,South,43,11831,1832996,8116,65,9
585733,Roy,Wright,MALE,203,203,Tracy,San Joaquin County,CA,CA,California,West,4,11832,585733,1491,38,9
30477,Paul,Simmons,MALE,817,817,Tigard,Washington County,OR,OR,Oregon,West,37,11833,30477,133,69,9
2202147,Elizabeth,Coleman,FEMALE,657,657,Durham,Durham County/Orange County/Wake County,NC,NC,North Carolina,South,27,11834,2202147,9370,62,9
